Case Number,Incident Datetime,Incident ID,Incident Type Primary,Incident Description,Parent Incident Type,Hour of Day,Day of Week,Address,City,State,Location,Latitude,Longitude,Created At,updated_at,zip_code,neighborhood,Council District,Council District 2011,Census Tract,Census Block Group,Census Block,2010 Census Tract ,2010 Census Block Group,2010 Census Block,Police District,TRACTCE20,GEOID20_tract,GEOID20_blockgroup,GEOID20_block
22-1520935,06/01/2022 08:48:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,20,Wednesday,GENESEE ST & BISSELL AV,Buffalo,NY,POINT (-78.823 42.909),42.909,-78.823,,,14211,Genesee-Moselle,ELLICOTT,FILLMORE,29,3,3003,29,3,3003,District C,002900,36029002900,360290029003,360290029003003
20-1590480,06/07/2020 03:00:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,15,Sunday,BAILEY AV & ANDOVER AV,Buffalo,NY,POINT (-78.814 42.934),42.934,-78.814,,,14215,Kensington-Bailey,MASTEN,MASTEN,42,2,2004,42,2,2004,District E,004200,36029004200,360290001102,360290165002004
20-1610953,06/09/2020 11:18:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,23,Tuesday,900 Block E FERRY ST,Buffalo,NY,POINT (-78.828 42.915),42.915,-78.828,,,14215,Delavan Grider,MASTEN,MASTEN,34,2,2005,34,2,2005,District E,003400,36029003400,360290001102,360290011002005
22-1680972,06/17/2022 07:18:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,19,Friday,BROADWAY & BROADWAY,Buffalo,NY,POINT (-78.836 42.894),42.894,-78.836,,,14212,Broadway Fillmore,FILLMORE,FILLMORE,16.02,1,1000,16,4,4000,District C,001602,36029001602,360290016021,360290016021000
21-2051062,07/24/2021 12:00:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,23,Saturday,700 Block LASALLE AV,Buffalo,NY,POINT (-78.805 42.945),42.945,-78.805,,,14215,Kensington-Bailey,UNIVERSITY,UNIVERSITY,43,1,1005,43,1,1005,District E,004300,36029004300,360290043001,360290043001005
20-2150236,08/02/2020 08:00:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,8,Sunday,100 Block HERKIMER ST,Buffalo,NY,POINT (-78.893 42.918),42.918,-78.893,,,14213,Upper West Side,NIAGARA,NIAGARA,61,5,5003,61,5,5003,District D,006100,36029006100,360290007005,360290042005003
22-3500778,12/16/2022 06:31:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,18,Friday,ORLEANS ST & ALICE AV,Buffalo,NY,POINT (-78.807 42.939),42.939,-78.807,12/16/2022 06:31:00 PM,,14215,Kensington-Bailey,UNIVERSITY,UNIVERSITY,44.01,1,1003,UNKNOWN,UNKNOWN,UNKNOWN,District E,004401,36029004401,360290044011,360290044011003
23-1301037,05/10/2023 07:20:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,19,Wednesday,0 Block HIRSCHBECK ST,Buffalo,NY,POINT (-78.817 42.898),42.898,-78.817,,,14212,Genesee-Moselle,FILLMORE,FILLMORE,28.01,2,2002,UNKNOWN,UNKNOWN,UNKNOWN,District C,002801,36029002801,360290028012,360290028012002
23-2361341,08/24/2023 11:52:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,23,Thursday,1100 Block MICHIGAN AV,Buffalo,NY,POINT (-78.862 42.904),42.904,-78.862,,,14209,Masten Park,ELLICOTT,ELLICOTT,168.01,1,1011,UNKNOWN,UNKNOWN,UNKNOWN,District B,016801,36029016801,360290168011,360290168011011
21-1421073,05/22/2021 10:05:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,22,Saturday,200 Block BURGARD PL,Buffalo,NY,POINT (-78.815 42.911),42.911,-78.815,,,14211,Genesee-Moselle,ELLICOTT,FILLMORE,36,3,3009,36,3,3010,District C,003600,36029003600,360290036003,360290036003009
20-2571007,09/13/2020 12:00:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,22,Sunday,200 Block BARNARD ST,Buffalo,NY,POINT (-78.806 42.871),42.871,-78.806,,,14206,Kaisertown,LOVEJOY,LOVEJOY,19,3,3001,19,3,3001,District A,001900,36029001900,360290001103,360290071043001
22-2161205,08/04/2022 11:48:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,23,Thursday,0 Block W UTICA ST,Buffalo,NY,POINT (-78.867 42.912),42.912,-78.867,,,14209,Elmwood Bryant,ELLICOTT,ELLICOTT,66.02,3,3000,66.02,3,3000,District B,006602,36029006602,360290066023,360290066023000
21-0080853,01/08/2021 10:04:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,22,Friday,0 Block RIVERVIEW PL,Buffalo,NY,POINT (-78.818 42.859),42.859,-78.818,,,14210,Seneca-Cazenovia,SOUTH,SOUTH,11,2,2003,11,2,2003,District A,001100,36029001100,360290001102,360290170002003
23-2590188,09/16/2023 04:07:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,4,Saturday,ALLEN ST & ALLEN ST,Buffalo,NY,POINT (-78.878 42.899),42.899,-78.878,,,14201,Allentown,FILLMORE,FILLMORE,68.02,3,3004,UNKNOWN,UNKNOWN,UNKNOWN,District B,006802,36029006802,360290068023,360290068023004
22-1910657,07/10/2022 04:16:00 PM,,MANSLAUGHTER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,16,Sunday,1000 Block E LOVEJOY ST,Buffalo,NY,,UNKNOWN,UNKNOWN,,,14206,,LOVEJOY,LOVEJOY,,,,,,,,,,,
21-0220429,01/22/2021 02:37:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,14,Friday,100 Block BICKFORD AV,Buffalo,NY,POINT (-78.807 42.94),42.94,-78.807,,,14215,Kensington-Bailey,UNIVERSITY,UNIVERSITY,43,6,6006,43,6,6006,District E,004300,36029004300,360290043006,360290045006006
22-3310401,11/27/2022 12:01:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,12,Sunday,300 Block BUSTI AV,Buffalo,NY,POINT (-78.89 42.896),42.896,-78.89,11/27/2022 12:01:00 PM,,14201,Lower West Side,NIAGARA,ELLICOTT,71.03,2,2002,UNKNOWN,UNKNOWN,UNKNOWN,District B,007103,36029007103,360290071032,360290071032002
21-2740857,10/01/2021 07:13:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,19,Friday,0 Block OBERLIN AV,Buffalo,NY,POINT (-78.825 42.901),42.901,-78.825,10/01/2021 07:13:00 PM,,14211,Genesee-Moselle,FILLMORE,FILLMORE,28.02,1,1014,28,1,1008,District C,002802,36029002802,360290028021,360290028021014
21-2550007,09/12/2021 12:07:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,0,Sunday,0 Block WADE AV,Buffalo,NY,POINT (-78.837 42.937),42.937,-78.837,,,14214,Fillmore-Leroy,MASTEN,MASTEN,40.03,3,3003,40.01,3,3003,District E,004003,36029004003,360290040033,360290040033003
21-3210949,11/17/2021 10:44:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,22,Wednesday,200 Block LUDINGTON ST,Buffalo,NY,POINT (-78.806 42.887),42.887,-78.806,11/17/2021 10:44:00 PM,,14206,Lovejoy,LOVEJOY,LOVEJOY,23,2,2004,23,2,2004,District C,002300,36029002300,360290023002,360290023002004
20-2940547,10/20/2020 03:49:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,15,Tuesday,1400 Block MAIN ST,Buffalo,NY,POINT (-78.865 42.912),42.912,-78.865,10/20/2020 03:49:00 PM,,14209,Masten Park,MASTEN,MASTEN,168.01,2,2003,168,2,2004,District E,016801,36029016801,360290001102,360290170002003
21-0730113,03/14/2021 04:31:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,4,Sunday,200 Block JOHNSON ST,Buffalo,NY,POINT (-78.849 42.897),42.897,-78.849,,,14211,Broadway Fillmore,ELLICOTT,ELLICOTT,166,4,4001,166,4,4001,District C,016600,36029016600,360290166004,360290166004001
22-2890530,10/16/2022 02:15:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,14,Sunday,300 Block WILLIAM ST,Buffalo,NY,POINT (-78.86 42.883),42.883,-78.86,10/16/2022 02:15:00 PM,,14204,Pratt-Willert,ELLICOTT,ELLICOTT,14.03,2,2001,UNKNOWN,UNKNOWN,UNKNOWN,District B,001403,36029001403,360290014032,360290014032001
22-2630151,09/20/2022 05:20:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,5,Tuesday,400 Block JEFFERSON AV,Buffalo,NY,POINT (-78.854 42.888),42.888,-78.854,,,14204,Broadway Fillmore,ELLICOTT,ELLICOTT,15,2,2010,UNKNOWN,UNKNOWN,UNKNOWN,District C,001500,36029001500,360290015002,360290015002010
21-2350107,08/23/2021 02:50:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,2,Monday,0 Block HIRSCHBECK ST,Buffalo,NY,POINT (-78.817 42.898),42.898,-78.817,,,14212,Genesee-Moselle,FILLMORE,FILLMORE,28.01,2,2002,28,3,3003,District C,002801,36029002801,360290028012,360290028012002
20-0241054,01/24/2020 10:47:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,22,Friday,100 Block GORTON ST,Buffalo,NY,POINT (-78.9 42.94),42.94,-78.9,,,14207,Black Rock,NORTH,NORTH,59,3,3002,59,3,3004,District D,005900,36029005900,360290001103,360290071043002
20-1140227,04/23/2020 10:36:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,10,Thursday,0 Block LANGMEYER AV,Buffalo,NY,POINT (-78.815 42.925),42.925,-78.815,,,14215,Kenfield,LOVEJOY,LOVEJOY,41,1,1005,41,1,1005,District E,004100,36029004100,360290001101,360290002001005
20-1890987,07/07/2020 10:26:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,22,Tuesday,RICH ST & BEST ST,Buffalo,NY,POINT (-78.843 42.904),42.904,-78.843,,,14211,MLK Park,MASTEN,MASTEN,35.02,2,2015,35,4,4013,District C,003502,36029003502,360290001102,360290170002015
23-2660431,09/23/2023 10:44:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,10,Saturday,0 Block ISABELLE ST,Buffalo,NY,POINT (-78.897 42.955),42.955,-78.897,,,14207,Riverside,NORTH,NORTH,57,1,1001,UNKNOWN,UNKNOWN,UNKNOWN,District D,005700,36029005700,360290057001,360290057001001
21-2550203,09/12/2021 04:37:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,4,Sunday,1300 Block E DELAVAN AV,Buffalo,NY,POINT (-78.806 42.923),42.923,-78.806,,,14215,Schiller Park,UNIVERSITY,UNIVERSITY,38,1,1005,38,1,1005,District E,003800,36029003800,360290038001,360290038001005
20-2740063,09/30/2020 02:46:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,2,Wednesday,0 Block CONCORD ST,Buffalo,NY,POINT (-78.83 42.891),42.891,-78.83,,,14212,Broadway Fillmore,FILLMORE,FILLMORE,16.01,1,1005,16,2,2010,District C,001601,36029001601,360290001101,360290002001005
20-2760680,10/02/2020 06:44:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,18,Friday,KENSINGTON AV & FEDERAL AV,Buffalo,NY,POINT (-78.826 42.933),42.933,-78.826,10/02/2020 06:44:00 PM,,14215,Fillmore-Leroy,MASTEN,MASTEN,39.01,1,1002,39.01,1,1001,District E,003901,36029003901,360290001101,360290001101002
23-0920105,04/02/2023 02:25:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,2,Sunday,800 Block BAILEY AV,Buffalo,NY,POINT (-78.815 42.878),42.878,-78.815,,,14206,Lovejoy,LOVEJOY,LOVEJOY,167,3,3003,UNKNOWN,UNKNOWN,UNKNOWN,District A,016700,36029016700,360290167003,360290167003003
20-3590101,12/24/2020 04:49:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,4,Thursday,100 Block LIDDELL ST,Buffalo,NY,POINT (-78.82 42.9),42.9,-78.82,12/24/2020 04:49:00 AM,,14212,Genesee-Moselle,FILLMORE,FILLMORE,28.01,1,1001,28,2,2002,District C,002801,36029002801,360290001101,360290019001001
21-2730061,09/30/2021 12:00:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,2,Thursday,700 Block NORFOLK AV,Buffalo,NY,POINT (-78.819 42.934),42.934,-78.819,,,14215,Kensington-Bailey,MASTEN,MASTEN,42,4,4002,42,4,4001,District E,004200,36029004200,360290042004,360290042004002
23-1670491,06/16/2023 12:19:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,12,Friday,BINGHAM ST & CHARLES ST,Buffalo,NY,POINT (-78.881 42.882),42.882,-78.881,,,14202,Central,FILLMORE,FILLMORE,72.02,1,1017,UNKNOWN,UNKNOWN,UNKNOWN,District B,007202,36029007202,360290072021,360290072021017
20-3360944,12/01/2020 12:00:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,23,Tuesday,0 Block KILHOFFER ST,Buffalo,NY,POINT (-78.817 42.914),42.914,-78.817,12/01/2020 11:33:00 PM,,14211,Genesee-Moselle,ELLICOTT,FILLMORE,36,3,3000,36,3,3000,District C,003600,36029003600,360290001103,360290167003000
19-2850768,10/12/2019 05:00:00 PM,,CRIM NEGLIGENT HOMICIDE,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,17,Saturday,300 Block RIVERSIDE AV,Buffalo,NY,POINT (-78.898 42.952),42.952,-78.898,10/13/2019 12:57:00 AM,,14207,Riverside,NORTH,NORTH,57,3,3003,57,3,3003,District D,005700,36029005700,360290001103,360290054003003
